,Address,Size,Type,Description
4663,99381,5,Jump (JML/JSL),"Hijacked by the Yoshi Color Depending on Initial X Position patch, by KevinM.


If !BabyYoshiColor is set, jumps (JSL) to code in freespace that restores the original code and checks if the sprite is Baby Yoshi (the init routine is shared with other sprites). If it's a Baby Yoshi, it branches to code that sets Baby Yoshi's colour based on the X position he spawned at. A leftover byte is NOP'd out. If !BabyYoshiColor is 0 and the byte at $018435 is $22 (JSL), it restores the original code (LDA #$09 : STA $14C8,x)."
4664,99406,4,Jump (JML/JSL),"Optionally modified by the Sprite Properties Depending on the Extra Bit patch, by KevinM.


JSL, modifies the P-Switch init routine to set blue / grey color based on the extra bit instead of X position."
4665,99534,4,Jump (JML/JSL),"Optionally modified by the Sprite Properties Depending on the Extra Bit patch, by KevinM.


JSL, modifies the shared Lakitu / Monty Mole / Wooden Spike / Creating/Eating Block / Flying Grey Turnblocks init routine to differentiate behavior based on the extra bit instead of X position."
4666,99538,4,Jump (JML/JSL),"Hijacked by the Hiding Monty Mole Fix by Isikoro.

JML, hijacks the Monty Mole's init routine to disable interaction with sprites, cape, fireballs, etc. through the tweaker bytes."
4667,99542,5,Jump (JML/JSL),Modified by Creating Block Sprite Path Expander. Jump to Creating Block Sprite's init routine.
4668,99555,5,Jump (JML/JSL),"Modified by No Silent Bullet Bill, by Ramp202.


JSL : NOP, modifies the Bullet Bill init routine to add a sound effect."
4669,99633,4,Jump (JML/JSL),"Optionally modified by the Sprite Properties Depending on the Extra Bit patch, by KevinM.


JSL, modifies the ground Super Koopa init routine to set flashing cape / yellow cape based on the extra bit instead of X position."
4670,99694,4,Jump (JML/JSL),"Optionally modified by the Sprite Properties Depending on the Extra Bit patch, by KevinM.


JSL, modifies the green bouncing Parakoopa init routine to set bouncing behavior based on the extra bit instead of Y position."
4671,99779,5,Jump (JML/JSL),"Hijacked by Pixi.

Jumps to the call for custom sprite code."
4672,99788,2,16-bit Pointer,"Modified by PIXI's poison mushroom patch.

Pointers to sprite main routines. Note that the actual hijack location depends on the sprite slot chosen*2. For example, if the sprite is inserted in slot $85, then the hijack location is ($0185CC + ($85*2) = $0186D6). The poiner is relocated to the power-up routine."
4673,99912,2,16-bit Pointer,"Modified by Item Box Sprite Fix, by Davros/Romi.


Overwrites the pointer to the P-Switch Main routine to run custom blink-fall code."
4674,99954,2,16-bit Pointer,"Modified by Item Box Sprite Fix, by Davros/Romi.


Overwrites the pointer to the Throw Block sprite Main routine to run custom blink-fall code."
4675,100044,2,16-bit Pointer,"Modified by Item Box Sprite Fix, by Davros/Romi.


Overwrites the pointer to the Key sprite Main routine to run custom blink-fall code."
4676,100219,5,Jump (JML/JSL),"Modified by the Goal Type-Dependent Behavior (No Goal Sphere Walk) patch, by Koopster.


JML : NOP, modifies the Goal Point Question Sphere routine to increment $13CB when touched, using it as a flag to indicate whether the goal touched was a tape or a question sphere. Also restores the hijacked code (LDA #$FF : STA $1493)."
4677,100228,1,Hex Edit,"Modified by AddmusicK.

Changes the ""Boss clear"" song number."
4678,100263,4,Jump (JML/JSL),"Hijacked by Pixi.

Jumps to the code that sets the sprite tables for normal and custom sprites."
4679,100263,4,Jump (JML/JSL),Hijacked by sprite tool. This then jumps to freespace to initalize custom sprite tables.
4680,101116,4,Jump (JML/JSL),"Hijacked by the Placeable Kicked Shell patch by KevinM.

It jumps to the code that turns Shell Koopas into kicked shells."
4681,101453,4,Jump (JML/JSL),"Hijacked by the Placeable Kicked Shell patch by KevinM.

It jumps to the code that turns Parakoopas into kicked special shells."
4682,102096,10,Jump (JML/JSL),Modified by Proximity Wraparound fix. Replaces upsidedown/classic piranha plant's horizontal proximity check to 16-bit one for if it should come out of pipe.
4683,102157,4,Jump (JML/JSL),"Modified by No Sprite Interaction Fix, by chillyfox.


JML, modifies the Hopping Flame main sprite routine to add a proper sprite interaction check."
4684,102375,5,Jump (JML/JSL),"Modified by Bullet Bill Object Interaction by JamesD28.


Enables object interaction and flipping for bullet bills."
4685,102423,6,Jump (JML/JSL),Modified by Vertical Despawn Fix: Changes the despawn range of Bullet Bills from relative to the camera to the level boundary.
4686,102720,6,Jump (JML/JSL),"Modified by the No block interaction if sprite is falling off screen patch, by GreenHammerBro.


JML : BRA $00, modifies the sprite/block interaction routine to terminate immediately if the processed sprite is in state $14C8 = #$02."
4687,102754,4,Jump (JML/JSL),Modified by the Tide Sprite Interaction Fix patch. Handles a part of the patch's functions.
4688,102787,4,Jump (JML/JSL),Modified by the Tide Sprite Interaction Fix patch. Handles a part of the patch's functions.
4689,102854,4,Jump (JML/JSL),"Hijacked by the Don't Get Stuck In Walls Fix patch by RussianMan.

It hijacks the routine that handles carryable sprites inside walls, to make sprites that are stuck get ejected based on the direction that was earlier set by the patch."
4690,102934,4,Jump (JML/JSL),Modified by Sprite Underwater Flag patch. Adds additional check for new flag to set sprites to act like they're underwater.
4691,103048,4,Jump (JML/JSL),"Modified by Bullet Bill Object Interaction by JamesD28.


Make bullet bill interact with objects every other frame horizontally."
4692,103115,4,Jump (JML/JSL),"Modified by Bullet Bill Object Interaction by JamesD28.


Make bullet bill interact with objects every other frame vertically."
4693,103184,6,Jump (JML/JSL),"Modified by the Lava Fix patch, by Roy.

Changes the way lava slopes work to kill sprites on contact."
4694,103434,4,Jump (JML/JSL),"Modified by Bullet Bill Object Interaction by JamesD28.


Fix clipping issues with slopes for bullet bills."
4695,103526,4,Hex Edit,Hijacked by the Level Constrain v3.4 patch by HammerBrother: Writes 4 NOPs so sprites still interact with the level if outside of the level vertically (vertical levels only).
4696,103532,4,Jump (JML/JSL),Hijacked by the Level Constrain v3.4 patch by HammerBrother: This constrains SpriteV and SpriteH to the level borders in vertical levels.
4697,103606,5,Code,Modified by Lunar Magic for a jump to the code for the setting that makes sprites outside the level boundaries interact with air instead of water.
4698,103636,4,Jump (JML/JSL),Hijacked by the Level Constrain v3.4 patch by HammerBrother: This constrains SpriteV to the level borders in horizontal levels.
4699,103638,3,Opcode,Modified by Lunar Magic. Remaps CMP.W #$01B0 to CMP.W $13D7.
4700,103662,4,Jump (JML/JSL),Hijacked by the Level Constrain v3.4 patch by HammerBrother: This constrains SpriteH to the level borders in horizontal levels.
4701,103680,4,Opcode,"Modified by Lunar Magic. Remaps LDA.L $00BA60,X to LDA.L $000CB6,X."
4702,103689,4,Opcode,"Modified by Lunar Magic. Remaps LDA.L $00BA70,X to LDA.L $000CC6,X."
4703,103698,4,Opcode,"Modified by Lunar Magic. Remaps LDA.L $00BA9C,X to LDA.L $000CD6,X."
4704,103707,4,Opcode,"Modified by Lunar Magic. Remaps LDA.L $00BAAC,X to LDA.L $000CE6,X."
4705,103732,3,Miscellaneous,"Modified by Lunar Magic.


A modification of a JSL's address to jump to $06f700 (was originally JSL $00F545) handle custom map 16 for sprite's interaction with the blocks.Hijacked Code"
4706,103740,4,Jump (JML/JSL),"Modified by Shell-Collectable Coins and Yoshi/Dragon Coins. Allows for sprites that were thrown without being kicked, to collect coins and Yoshi/dragon coins."
4707,104014,4,Jump (JML/JSL),"Hijacked by the Stunned Bob-Omb SFX patch by JamesD28.

JML, hijacks Bob-Omb's code to play a sound effect every so often when its stun timer goes down a certain threshold."
4708,104078,4,Jump (JML/JSL),"Hijacked by the Disco Shell SFX patch, by KevinM.


JML, jumps to code that plays a sound effect when a yellow shell-less Koopa turns a normal Shell into a Disco Shell. Also restores the hijacked code."
4709,104486,2,Code,Modified by Lunar Magic.
4710,104777,4,Jump (JML/JSL),Modified by Shell-Collectable Coins and Yoshi/Dragon Coins. Allows for kicked sprites to collect coins and Yoshi/dragon coins.
4711,106347,6,Table,Modified by Yoshi Player Patch: This one increments the speed of kicked shells to fix a bug where you can hurt yourself.
4712,106359,2,Opcode,Hijacked by the SMB2 Holding patch: This one puts carried sprites always above Mario.
4713,106386,3,Code,Modified by Yoshi Player Patch: Carried sprites (which are retooled into the eaten state) don't draw their graphics anymore.
4714,106432,2,Hex Edit,"Modified by the P-Balloon Acceleration + Extras patch by Erik.

Getting hurt while having a P-Balloon won't make you lose the balloon."
4715,106467,4,Jump (JML/JSL),"Hijacked by the Don't Get Stuck In Walls Fix patch by RussianMan.

It hijacks the routine that handles carried sprites to store the inverse direction a sprite was thrown by the player, for later use."
4716,106467,4,Jump (JML/JSL),"Hijacked by the Disable Carrying Items Underwater Patch, by RussianMan.


JML, A jump that points to a routine handling Mario carrying items to disable this ability while underwater."
4717,106484,9,Jump (JML/JSL),"Hijacked by the Expanded Carrying v0.15 patch, by Sonikku.


JML, jumps to code that enables a SMB2-style carrying mechanic, and puts the carried sprite's slot index + 1 into $148F. If the sprite is carried SMB2 style, bit 7 of $148F is also set.


Also inserts a return label and RTS, and a subroutine that is accessed by JSL from within the freespace code, that handles stunned sprites."
4718,106509,4,Jump (JML/JSL),Hijacked by the SMB2 Holding patch: This one controls how sprites a released.
4719,106567,4,Jump (JML/JSL),Modified by Item Release Bulk Patch: Changes the position where a carried item is dropped when spinning.
4720,106600,4,Jump (JML/JSL),Modified by Item Release Bulk Patch: Changes the position where a carried item is thrown upwards when spinning.
4721,106617,4,Jump (JML/JSL),Modified by Item Release Bulk Patch: Changes the position where a carried item is thrown upwards when spinning.
4722,106669,4,Jump (JML/JSL),Modified by Item Release Bulk Patch: Puts dropped items next to Mario instead of clipping them inside the ground.
4723,106742,4,Jump (JML/JSL),"JML, hijacked by the SMB2 Holding patch: This one controls the position of the carried sprite."
4724,106742,4,Jump (JML/JSL),"JML, hijacked by the Fix Jank With Holding Items While Spin Jumping patch. Jumps to code that keeps the carried sprite centered on Mario while spinjumping, and raises it's Y offset."
4725,106778,5,Jump (JML/JSL),Modified by Reverse Gravity. Fixes items being carried during reversed gravity mode.
4726,107010,4,Jump (JML/JSL),"Modified by the P-Switch Duplication with Yoshi Fix patch, by KevinM.


JML, modifies the stunned P-Switch routine to make it inedible when in the ""pressed"" state."
4727,107052,4,Jump (JML/JSL),"Modified by the Baby Yoshi & Yoshi Egg Fix patch, by Davros.


JML, modifies the main baby Yoshi sprite routine to execute several fixes."
4728,107189,4,Jump (JML/JSL),Main hijack of TheBiob's 'Baby Yoshi grow flag' patch.
4729,107238,5,Jump (JML/JSL),Hijacked by SMA2 Yoshi blocks: Unlocks the Yoshi colour from ?-blocks if you grow a baby Yoshi of that colour into an adult.
4730,107255,5,Jump (JML/JSL),Modified by Configurable amount of Baby Yoshi eat sprites. Runs comparison of custom per-level values with how many sprites Baby Yoshi has eaten to determine whether to become adult.
4731,108106,33,Code,"Hijacked by the No Consecutive Awards Patch, by Koopster.


A piece of code that remove score award calculations from shell kills."
4732,108165,4,Jump (JML/JSL),Hijacked by the SMB2 Holding patch: This one hijacks the interaction between two sprites. Any goomba and a sprite acting like one (e.g. the SMB2 sprites) behave like a thrown sprite in SMB2.
4733,108594,4,Jump (JML/JSL),"Hijacked by the CustomDefaultInteraction patch included in the SMB3 Goomba Family, by Sonikku.


JML, jumps to code that ensures 4 custom sprites use the default interaction if the ""don't use default interaction with Mario"" and ""can be stomped"" bits are set. It will also increment $1594,x if those sprites are stomped."
4734,108619,32,Code,"Hijacked by the No Consecutive Awards Patch, by Koopster.


A piece of code that remove score award calculations from star kills."
4735,108651,4,Jump (JML/JSL),"Hijacked by the Spawn a Coin On Star Kill Patch, by RussianMan.


JML, Jumps to the main ""Turn into a coin if star"" routine."
4736,108670,6,Jump (JML/JSL),"Modified by SMA2 Slide Kill Chain patch by HammerBrother.


Check for slide state and increment consecutive kill counter when colliding with an enemy."
4737,108670,3,Code,"Hijacked by the No Consecutive Awards Patch, by Koopster.


Disables $18D2's incrementing so consecutive awards from external codes are disabled as well."
4738,108720,4,Jump (JML/JSL),"Modified by Jump clip fix. Makes it so when stomping, the player's Y speed is compared with the sprite's Y speed instead of checking just the highest bit."
4739,109002,2,Hex Edit,"Modified by the Replace Cape with Double Jump patch. It prevents sprites being smushed when $1407 is set, since its purpose has been changed by the patch."
4740,109026,5,Jump (JML/JSL),"Hijacked by the CustomDefaultInteraction patch included in the SMB3 Goomba Family, by Sonikku.


JML : NOP, jumps to code that ensures 4 custom sprites use the default interaction if the ""don't use default interaction with Mario"" and ""can be stomped"" bits are set. It will also increment $1594,x if those sprites are stomped."
